,user_id,role,registration_date,last_active_date,2021,2022,2023,2024
355,576,full,2021-12-06,2023-04-01,0,196,105,0
356,582,full,2021-12-06,2023-01-31,13,16,2,0
357,592,full,2021-12-06,2022-04-13,1,1,0,0
358,595,full,2021-12-06,2021-12-06,1,0,0,0
359,597,full,2021-12-06,2023-08-08,10,49,24,0
360,598,full,2021-12-06,2022-11-08,0,1,0,0
361,606,full,2021-12-06,2023-09-01,1,149,117,0
362,610,full,2021-12-06,2023-09-01,1,184,123,0
363,624,full,2021-12-06,2021-12-06,1,0,0,0
364,628,full,2021-12-06,2022-06-17,0,2,0,0
365,638,full,2023-08-23,2023-09-04,0,0,2,0
366,642,full,2022-07-29,2023-04-01,0,3,1,0
367,645,full,2021-12-06,2021-12-06,1,0,0,0
368,649,full,2022-08-18,2022-08-22,0,1,0,0
369,653,full,2021-12-06,2021-12-13,0,0,0,0
370,656,full,2021-12-06,2023-08-29,1,0,1,0
371,661,full,2021-12-07,2023-10-23,10,8,49,0
372,662,full,2021-12-06,2023-12-28,29,361,165,0
373,663,full,2021-12-06,2021-12-06,1,0,0,0
374,667,full,2021-12-06,2023-09-12,1,5,3,0
375,668,full,2021-12-06,2023-09-25,0,0,6,0
376,669,full,2021-12-06,2022-08-22,1,1,0,0
377,673,full,2021-12-06,2021-12-06,1,0,0,0
378,675,full,2021-12-06,2022-09-02,0,0,0,0
379,677,full,2021-12-06,2023-12-28,36,327,150,0
380,679,full,2021-12-06,2021-12-08,1,0,0,0
381,685,full,2021-12-06,2021-12-06,1,0,0,0
382,686,full,2021-12-06,2023-12-28,34,332,171,0
383,687,full,2021-12-06,2023-03-30,0,3,28,0
384,692,full,2021-12-06,2021-12-06,1,0,0,0
385,694,full,2021-12-06,2023-12-22,22,342,163,0
386,695,full,2021-12-06,2021-12-06,1,0,0,0
387,698,full,2022-03-17,2022-10-17,0,2,0,0
388,699,full,2021-12-06,2021-12-06,1,0,0,0
389,702,full,2021-12-06,2021-12-06,1,0,0,0
390,705,full,2021-12-10,2023-12-28,26,291,178,0
391,707,full,2021-12-06,2021-12-06,1,0,0,0
392,709,full,2021-12-06,2021-12-06,1,0,0,0
393,710,full,2021-12-06,2023-12-27,29,304,157,0
394,712,full,2021-12-06,2021-12-06,1,0,0,0
395,714,full,2021-12-06,2023-04-07,0,16,5,0
396,715,full,2021-12-06,2023-11-05,1,0,2,0
397,719,full,2021-12-06,2021-12-06,1,0,0,0
398,721,full,2021-12-06,2021-12-06,1,0,0,0
399,723,full,2022-06-06,2023-04-01,0,13,1,0
400,724,full,2021-12-06,2021-12-06,1,0,0,0
401,725,full,2021-12-06,2023-09-22,0,36,37,0
402,732,full,2021-12-06,2023-08-21,0,1,3,0
403,734,full,2021-12-06,2021-12-06,1,0,0,0
404,737,full,2021-12-06,2021-12-06,1,0,0,0
405,739,full,2021-12-06,2021-12-06,1,0,0,0
406,742,full,2021-12-06,2021-12-06,1,0,0,0
407,747,full,2021-12-06,2021-12-06,1,0,0,0
408,749,full,2021-12-22,2021-12-22,1,0,0,0
409,752,full,2021-12-06,2021-12-06,1,0,0,0
410,757,full,2021-12-06,2023-12-25,0,0,5,0
411,758,full,2021-12-06,2021-12-06,1,0,0,0
412,760,full,2021-12-06,2022-05-24,1,0,0,0
413,765,full,2021-12-06,2023-09-21,0,3,1,0
414,766,full,2021-12-06,2021-12-09,1,0,0,0
415,770,full,2021-12-06,2023-08-15,0,112,12,0
416,772,full,2021-12-06,2023-08-28,0,0,1,0
417,774,full,2021-12-06,2023-12-11,2,267,151,0
418,776,full,2021-12-06,2022-08-25,0,0,0,0
419,777,full,2021-12-06,2024-01-12,20,211,76,1
420,778,full,2021-12-06,2022-11-12,0,1,0,0
421,779,full,2021-12-06,2021-12-06,1,0,0,0
422,780,full,2021-12-06,2021-12-06,1,0,0,0
423,785,full,2021-12-06,2021-12-06,1,0,0,0
424,786,full,2021-12-06,2021-12-06,1,0,0,0
425,789,full,2021-12-06,2021-12-06,1,0,0,0
426,791,full,2022-08-27,2023-04-01,0,74,89,0
427,796,full,2021-12-06,2022-10-26,1,0,0,0
428,797,full,2021-12-06,2021-12-06,1,0,0,0
429,799,full,2021-12-06,2022-06-17,1,1,0,0
430,803,full,2021-12-06,2021-12-06,1,0,0,0
431,804,full,2021-12-06,2023-12-27,1,5,5,0
432,805,full,2021-12-06,2021-12-06,1,0,0,0
433,807,full,2022-05-23,2023-12-09,0,61,55,0
434,808,full,2021-12-06,2021-12-06,1,0,0,0
435,810,full,2021-12-06,2021-12-21,2,0,0,0
436,812,full,2021-12-06,2021-12-06,1,0,0,0
437,814,full,2021-12-06,2022-05-06,1,1,0,0
438,819,full,2021-12-06,2023-09-01,7,121,26,0
439,824,full,2021-12-06,2021-12-06,1,0,0,0
440,825,full,2021-12-06,2021-12-06,1,0,0,0
441,827,full,2021-12-06,2022-06-16,0,19,0,0
442,828,full,2021-12-16,2022-06-17,0,2,0,0
443,829,full,2021-12-06,2022-04-13,0,1,0,0
444,831,full,2021-12-06,2021-12-06,1,0,0,0
445,832,full,2021-12-06,2023-05-27,1,25,1,0
446,833,full,2021-12-06,2021-12-06,1,0,0,0
447,834,full,2022-03-01,2023-12-28,0,69,42,0
448,836,full,2021-12-06,2023-10-02,1,1,4,0
449,840,full,2021-12-06,2022-03-15,1,2,0,0
450,841,full,2021-12-06,2021-12-06,1,0,0,0
451,842,full,2021-12-06,2023-12-18,0,10,3,0
452,849,full,2022-03-01,2023-12-27,0,121,82,0
453,852,full,2021-12-25,2023-08-15,11,284,111,0
454,853,full,2021-12-06,2022-04-13,0,1,0,0
455,854,full,2021-12-06,2021-12-06,1,0,0,0
456,855,full,2021-12-06,2022-04-13,1,1,0,0
457,856,full,2022-03-16,2022-12-14,0,0,0,0
458,860,full,2021-12-06,2023-03-24,0,0,0,0
459,862,full,2021-12-06,2022-10-24,0,0,0,0
460,863,full,2021-12-14,2023-11-28,38,30,6,0
461,866,full,2021-12-06,2023-11-27,0,0,0,0
462,872,full,2022-03-16,2022-03-16,0,0,0,0
463,875,full,2021-12-06,2021-12-06,1,0,0,0
464,877,full,2021-12-06,2021-12-06,1,0,0,0
465,878,full,2021-12-06,2023-12-26,1,45,4,0
466,880,full,2021-12-06,2021-12-06,1,0,0,0
467,881,full,2022-06-05,2023-12-28,0,9,22,0
468,883,full,2021-12-06,2021-12-06,1,0,0,0
469,884,full,2021-12-06,2023-12-25,19,287,107,0
470,887,full,2021-12-06,2023-08-15,0,42,2,0
471,888,full,2021-12-07,2021-12-07,1,0,0,0
472,891,full,2021-12-06,2021-12-06,1,0,0,0
473,892,full,2021-12-06,2023-09-03,1,167,37,0
474,894,full,2021-12-06,2021-12-06,1,0,0,0
475,895,full,2021-12-28,2023-10-10,8,287,135,0
476,896,full,2021-12-06,2023-04-01,3,88,1,0
477,898,full,2021-12-06,2021-12-06,1,0,0,0
478,899,full,2021-12-23,2023-12-25,7,312,133,0
479,901,full,2021-12-06,2023-09-14,0,66,37,0
480,903,full,2021-12-06,2021-12-06,1,0,0,0
481,904,full,2021-12-06,2021-12-06,1,0,0,0
482,906,full,2021-12-07,2023-03-30,24,265,106,0
483,908,full,2022-03-18,2023-04-01,0,0,1,0
484,909,full,2021-12-06,2021-12-06,1,0,0,0
485,911,full,2021-12-06,2023-10-06,2,296,122,0
486,913,full,2021-12-06,2021-12-06,1,0,0,0
487,914,full,2021-12-06,2022-06-13,3,39,0,0
488,917,full,2021-12-06,2021-12-06,1,0,0,0
489,920,full,2021-12-06,2022-11-16,1,4,0,0
490,922,full,2021-12-06,2021-12-06,1,0,0,0
491,931,full,2023-09-02,2023-10-16,0,0,2,0
492,932,full,2021-12-06,2021-12-06,1,0,0,0
493,934,full,2022-03-18,2022-03-18,0,0,0,0
494,935,full,2021-12-06,2021-12-06,1,0,0,0
