,user_id,role,registration_date,last_active_date,2021,2022,2023,2024
17379,38628,full,2022-07-29,2022-08-01,0,1,0,0
17380,38629,full,2022-07-22,2022-07-22,0,1,0,0
17381,38632,full,2023-09-06,2023-09-06,0,0,0,0
17382,38633,full,2022-07-22,2023-08-26,0,0,1,0
17383,38634,full,2022-07-22,2023-10-06,0,6,6,0
17384,38637,full,2022-07-22,2022-07-22,0,1,0,0
17385,38638,full,2022-07-22,2023-04-01,0,0,1,0
17386,38640,full,2022-07-22,2022-07-23,0,1,0,0
17387,38641,full,2022-07-22,2022-07-22,0,1,0,0
17388,38646,full,2022-07-22,2022-11-09,0,0,0,0
17389,38647,full,2023-08-27,2023-08-30,0,0,1,0
17390,38650,full,2022-07-22,2022-11-12,0,1,0,0
17391,38655,full,2022-08-14,2022-08-19,0,4,0,0
17392,38660,full,2022-07-22,2022-08-01,0,2,0,0
17393,38665,full,2022-07-22,2023-09-27,0,1,1,0
17394,38667,full,2022-07-22,2022-07-22,0,1,0,0
17395,38668,full,2023-01-28,2023-01-30,0,0,2,0
17396,38671,full,2022-07-22,2023-08-08,0,1,2,0
17397,38674,full,2023-12-05,2023-12-09,0,0,1,0
17398,38675,full,2022-07-22,2022-07-22,0,1,0,0
17399,38677,full,2023-09-03,2023-09-03,0,0,1,0
17400,38682,full,2022-08-15,2023-09-27,0,0,4,0
17401,38684,full,2022-08-19,2022-08-25,0,1,0,0
17402,38685,full,2022-07-22,2023-11-30,0,19,4,0
17403,38687,full,2022-07-22,2023-12-10,0,0,1,0
17404,38691,full,2022-07-22,2022-07-22,0,1,0,0
17405,38692,full,2022-07-22,2023-12-25,0,0,4,0
17406,38693,full,2022-07-22,2022-12-23,0,2,0,0
17407,38696,full,2022-07-22,2022-07-22,0,1,0,0
17408,38697,full,2023-09-29,2023-12-15,0,0,3,0
17409,38699,full,2022-07-22,2022-09-02,0,1,0,0
17410,38701,full,2022-07-22,2022-07-22,0,1,0,0
17411,38704,full,2023-05-07,2023-05-07,0,0,1,0
17412,38710,full,2022-07-22,2023-11-27,0,3,2,0
17413,38717,full,2022-07-22,2022-07-22,0,0,0,0
17414,38725,full,2022-10-08,2023-10-30,0,1,2,0
17415,38727,full,2022-07-22,2022-07-22,0,1,0,0
17416,38729,full,2022-08-01,2022-08-02,0,1,0,0
17417,38733,full,2022-07-22,2022-10-04,0,2,0,0
17418,38738,full,2023-03-16,2023-03-27,0,0,1,0
17419,38740,full,2022-11-03,2022-11-03,0,0,0,0
17420,38749,full,2022-07-23,2023-04-01,0,1,1,0
17421,38750,full,2022-07-23,2023-12-07,0,0,1,0
17422,38752,full,2022-07-23,2022-07-23,0,1,0,0
17423,38758,full,2022-11-19,2022-11-19,0,1,0,0
17424,38759,full,2022-07-23,2022-07-23,0,1,0,0
17425,38763,full,2022-07-23,2023-04-01,0,3,2,0
17426,38765,full,2022-07-23,2023-08-31,0,0,0,0
17427,38768,full,2022-07-23,2023-08-25,0,0,0,0
17428,38769,full,2022-10-20,2022-10-20,0,0,0,0
17429,38770,full,2022-07-23,2023-03-21,0,1,1,0
17430,38774,full,2023-04-21,2023-04-21,0,0,0,0
17431,38775,full,2022-07-23,2022-10-04,0,0,0,0
17432,38780,full,2022-07-23,2023-09-04,0,0,1,0
17433,38782,full,2022-07-23,2022-09-09,0,2,0,0
17434,38788,full,2023-11-27,2023-11-27,0,0,0,0
17435,38791,full,2022-11-18,2022-11-21,0,1,0,0
17436,38798,full,2022-07-23,2022-07-23,0,1,0,0
17437,38801,full,2023-08-18,2023-08-21,0,0,2,0
17438,38802,full,2022-07-23,2022-07-23,0,1,0,0
17439,38803,full,2022-07-23,2023-09-10,0,40,43,0
17440,38810,full,2022-07-23,2022-08-15,0,1,0,0
17441,38812,full,2022-07-23,2022-10-10,0,1,0,0
17442,38813,full,2022-08-16,2023-04-25,0,1,0,0
17443,38814,full,2022-07-23,2022-07-23,0,1,0,0
17444,38816,full,2022-07-23,2023-12-26,0,0,2,0
17445,38817,full,2022-07-23,2023-08-30,0,0,2,0
17446,38822,full,2022-07-24,2023-01-26,0,2,0,0
17447,38823,full,2022-07-23,2022-10-19,0,0,0,0
17448,38824,full,2022-07-23,2023-09-21,0,3,5,0
17449,38832,full,2022-07-23,2023-08-31,0,38,49,0
17450,38834,full,2022-07-23,2023-08-21,0,30,3,0
17451,38835,full,2022-07-23,2022-07-23,0,1,0,0
17452,38836,full,2023-08-29,2023-12-09,0,0,2,0
17453,38838,full,2022-07-25,2023-04-01,0,0,1,0
17454,38840,full,2022-07-23,2022-07-23,0,1,0,0
17455,38842,full,2022-07-23,2023-08-11,0,53,65,0
17456,38849,full,2022-07-23,2022-07-23,0,1,0,0
17457,38850,full,2022-07-23,2023-08-02,0,3,2,0
17458,38854,full,2022-07-23,2022-07-23,0,1,0,0
17459,38856,full,2022-07-29,2023-04-14,0,6,7,0
17460,38857,full,2022-07-25,2023-12-27,0,5,8,0
17461,38859,full,2022-08-24,2022-08-25,0,0,0,0
17462,38860,full,2022-07-23,2022-09-01,0,3,0,0
17463,38864,full,2022-07-23,2023-10-24,0,49,9,0
17464,38867,full,2022-07-23,2023-04-01,0,25,21,0
17465,38868,full,2022-08-02,2022-08-19,0,2,0,0
17466,38870,full,2022-07-23,2022-07-23,0,1,0,0
17467,38871,full,2022-07-25,2022-07-25,0,1,0,0
17468,38876,full,2022-07-23,2022-07-23,0,0,0,0
17469,38877,full,2022-07-23,2022-08-17,0,2,0,0
17470,38882,full,2022-07-23,2022-07-23,0,0,0,0
17471,38883,full,2022-07-23,2023-04-01,0,1,1,0
17472,38886,full,2022-07-23,2023-04-01,0,0,1,0
17473,38890,full,2022-07-23,2023-08-24,0,3,2,0
17474,38891,full,2022-07-23,2022-08-09,0,2,0,0
17475,38892,full,2022-07-28,2023-04-01,0,0,1,0
17476,38900,full,2022-07-23,2022-07-23,0,1,0,0
17477,38901,full,2022-07-23,2022-07-23,0,1,0,0
17478,38903,full,2022-07-23,2022-09-28,0,2,0,0
17479,38904,full,2022-07-23,2022-07-23,0,1,0,0
17480,38908,full,2022-07-23,2022-07-23,0,1,0,0
17481,38911,full,2022-07-23,2022-07-23,0,0,0,0
17482,38915,full,2022-07-23,2022-07-23,0,1,0,0
17483,38917,full,2022-07-23,2023-04-01,0,1,1,0
17484,38920,full,2023-08-10,2024-01-10,0,0,5,2
17485,38923,full,2022-07-23,2022-07-23,0,1,0,0
17486,38925,full,2022-07-24,2022-07-24,0,0,0,0
17487,38926,full,2022-07-24,2022-11-06,0,1,0,0
17488,38930,full,2022-07-24,2024-01-03,0,70,15,1
17489,38932,full,2022-07-24,2022-07-24,0,1,0,0
17490,38938,full,2022-07-24,2023-07-17,0,0,1,0
17491,38940,full,2022-07-29,2022-07-29,0,0,0,0
17492,38942,full,2022-07-24,2023-11-26,0,0,0,0
17493,38944,full,2022-07-24,2023-04-01,0,1,1,0
17494,38946,full,2022-07-24,2022-07-30,0,1,0,0
17495,38947,full,2022-07-24,2022-07-24,0,1,0,0
17496,38948,full,2022-07-24,2022-07-24,0,1,0,0
17497,38949,full,2022-07-24,2022-07-24,0,1,0,0
17498,38952,full,2022-07-26,2022-10-10,0,2,0,0
17499,38955,full,2022-11-03,2022-11-03,0,0,0,0
17500,38958,full,2022-07-24,2022-07-24,0,1,0,0
17501,38959,full,2022-07-31,2022-10-12,0,3,0,0
17502,38960,full,2022-07-24,2022-09-20,0,0,0,0
17503,38962,full,2022-07-24,2022-07-24,0,1,0,0
17504,38963,full,2022-07-24,2023-07-31,0,0,0,0
17505,38969,full,2022-08-11,2023-04-01,0,10,1,0
17506,38973,full,2022-07-24,2023-12-01,0,0,51,0
17507,38974,full,2022-07-24,2023-09-12,0,0,8,0
17508,38979,full,2022-07-24,2023-12-26,0,33,42,0
17509,38981,full,2022-07-24,2022-07-24,0,1,0,0
17510,38985,full,2022-07-24,2022-07-24,0,1,0,0
17511,38988,full,2022-07-24,2023-09-12,0,5,5,0
17512,38989,full,2023-11-16,2023-11-23,0,0,1,0
17513,38992,full,2023-01-12,2023-01-12,0,0,1,0
17514,38994,full,2022-07-24,2023-03-16,0,0,0,0
17515,38999,full,2022-07-24,2022-12-17,0,1,0,0
17516,39000,full,2022-08-04,2023-07-28,0,11,7,0
17517,39005,full,2022-07-24,2023-09-22,0,0,4,0
17518,39007,full,2022-07-24,2022-07-24,0,1,0,0
17519,39008,full,2022-07-24,2022-07-24,0,1,0,0
17520,39010,full,2022-07-24,2023-02-14,0,7,1,0
17521,39012,full,2022-07-24,2023-04-01,0,0,1,0
17522,39016,full,2023-12-01,2023-12-01,0,0,0,0
17523,39017,full,2022-07-24,2023-12-31,0,0,2,0
17524,39018,full,2022-08-01,2022-08-12,0,2,0,0
17525,39022,full,2022-07-24,2022-07-24,0,1,0,0
17526,39025,full,2022-07-24,2023-04-01,0,0,1,0
17527,39027,full,2022-07-24,2022-07-24,0,1,0,0
17528,39029,full,2022-07-27,2023-05-24,0,31,16,0
17529,39030,full,2022-07-24,2023-12-26,0,4,15,0
17530,39033,full,2022-07-24,2023-08-10,0,0,3,0
17531,39035,full,2022-07-24,2023-01-18,0,3,0,0
17532,39041,full,2022-07-24,2022-09-30,0,1,0,0
17533,39043,full,2022-07-24,2023-12-27,0,16,5,0
17534,39049,full,2022-07-25,2023-12-23,0,0,0,0
17535,39052,full,2022-07-25,2023-09-04,0,3,2,0
17536,39054,full,2023-09-10,2023-09-10,0,0,1,0
17537,39058,full,2022-07-29,2022-07-29,0,0,0,0
17538,39060,full,2022-07-25,2022-07-25,0,1,0,0
17539,39062,full,2022-07-25,2022-08-04,0,0,0,0
17540,39071,full,2022-07-25,2022-07-31,0,0,0,0
17541,39072,full,2022-10-27,2022-10-30,0,1,0,0
17542,39076,full,2022-07-25,2022-07-25,0,1,0,0
17543,39077,full,2022-07-25,2022-07-25,0,0,0,0
17544,39079,full,2023-06-13,2024-01-12,0,0,52,2
17545,39083,full,2022-07-25,2022-07-25,0,1,0,0
17546,39084,full,2022-10-11,2022-10-11,0,1,0,0
17547,39085,full,2022-07-25,2022-10-23,0,0,0,0
17548,39087,full,2022-07-25,2022-07-25,0,1,0,0
17549,39088,full,2023-10-23,2023-10-23,0,0,0,0
17550,39093,full,2022-07-26,2023-10-25,0,1,0,0
17551,39095,full,2022-07-25,2022-07-25,0,1,0,0
17552,39101,full,2022-07-25,2022-07-25,0,1,0,0
17553,39102,full,2022-07-25,2023-07-31,0,1,2,0
17554,39103,full,2023-06-28,2023-09-07,0,0,5,0
17555,39107,full,2022-07-25,2022-07-25,0,1,0,0
17556,39115,full,2022-07-25,2022-07-25,0,1,0,0
17557,39118,full,2022-07-25,2023-04-01,0,0,1,0
17558,39119,full,2022-07-25,2022-09-13,0,2,0,0
17559,39120,full,2022-07-25,2022-07-25,0,1,0,0
17560,39121,full,2023-12-27,2024-01-03,0,0,0,1
17561,39129,full,2022-09-30,2022-09-30,0,0,0,0
17562,39131,full,2022-07-25,2022-07-25,0,1,0,0
17563,39132,full,2022-08-18,2022-08-18,0,0,0,0
17564,39135,full,2022-07-25,2023-04-01,0,3,1,0
17565,39136,full,2022-07-25,2022-07-25,0,1,0,0
17566,39137,full,2022-07-25,2022-09-15,0,13,0,0
17567,39138,full,2023-11-26,2023-11-27,0,0,1,0
17568,39140,full,2022-07-25,2022-07-28,0,1,0,0
17569,39142,full,2022-07-25,2024-01-12,0,145,207,2
17570,39143,full,2022-10-02,2023-12-03,0,2,6,0
17571,39145,full,2022-07-25,2022-07-25,0,1,0,0
17572,39147,full,2022-07-25,2022-07-25,0,0,0,0
17573,39149,full,2022-07-25,2023-04-24,0,0,4,0
17574,39152,full,2022-07-25,2022-07-25,0,1,0,0
17575,39153,full,2022-07-25,2022-11-19,0,2,0,0
17576,39155,full,2022-07-25,2024-01-12,0,152,176,2
17577,39156,full,2022-07-25,2023-12-27,0,5,8,0
17578,39157,full,2022-07-25,2022-07-25,0,1,0,0
17579,39158,full,2022-07-25,2023-04-01,0,0,1,0
17580,39160,full,2022-11-22,2022-11-22,0,0,0,0
17581,39162,full,2022-07-25,2023-04-01,0,0,1,0
17582,39170,full,2023-04-22,2023-12-26,0,0,1,0
17583,39174,full,2022-07-25,2023-09-29,0,1,1,0
17584,39178,full,2022-07-25,2022-07-26,0,2,0,0
17585,39181,full,2022-07-25,2022-07-25,0,1,0,0
17586,39182,full,2022-07-25,2023-04-01,0,2,1,0
17587,39185,full,2022-10-23,2023-12-04,0,0,1,0
17588,39187,full,2022-07-25,2022-11-02,0,1,0,0
17589,39191,full,2022-07-25,2023-04-01,0,1,1,0
17590,39192,full,2022-07-26,2023-03-16,0,138,36,0
17591,39194,full,2022-07-25,2023-09-09,0,5,3,0
17592,39195,full,2022-07-30,2022-09-08,0,0,0,0
17593,39196,full,2022-08-28,2022-12-19,0,34,0,0
17594,39197,full,2022-09-07,2023-04-01,0,0,1,0
17595,39199,full,2022-07-25,2022-07-25,0,1,0,0
17596,39200,full,2022-07-31,2022-07-31,0,0,0,0
17597,39202,full,2022-07-25,2023-03-28,0,4,14,0
17598,39204,full,2022-07-25,2023-02-04,0,0,0,0
17599,39205,full,2022-07-25,2023-12-26,0,0,3,0
17600,39206,full,2022-08-09,2023-05-20,0,10,2,0
17601,39209,full,2022-07-25,2022-07-25,0,1,0,0
17602,39210,full,2023-08-16,2023-08-16,0,0,0,0
17603,39211,full,2022-07-25,2022-12-18,0,1,0,0
17604,39212,full,2022-07-25,2022-11-02,0,3,0,0
17605,39214,full,2022-07-25,2023-04-01,0,0,1,0
17606,39215,full,2022-07-25,2022-11-01,0,1,0,0
17607,39216,full,2022-07-29,2022-08-22,0,1,0,0
17608,39217,full,2023-08-19,2023-08-20,0,0,1,0
17609,39224,full,2022-07-25,2022-07-25,0,1,0,0
17610,39226,full,2022-07-25,2024-01-05,0,13,1,1
17611,39230,full,2023-08-24,2023-10-06,0,0,10,0
17612,39232,full,2022-07-25,2022-07-25,0,1,0,0
17613,39240,full,2022-07-25,2022-08-31,0,1,0,0
17614,39242,full,2022-07-26,2023-12-08,0,0,2,0
17615,39243,full,2022-07-26,2022-08-18,0,2,0,0
17616,39244,full,2022-07-26,2022-07-26,0,1,0,0
17617,39249,full,2022-09-09,2022-09-09,0,0,0,0
17618,39254,full,2023-07-13,2023-07-13,0,0,0,0
17619,39261,full,2022-12-20,2022-12-20,0,0,0,0
17620,39262,full,2022-07-29,2022-10-18,0,0,0,0
17621,39263,full,2022-07-26,2023-09-08,0,1,2,0
17622,39264,full,2022-08-13,2022-09-14,0,0,0,0
17623,39265,full,2022-07-26,2022-12-22,0,1,0,0
17624,39270,full,2022-07-31,2023-08-25,0,0,0,0
17625,39277,full,2022-07-26,2022-08-01,0,2,0,0
17626,39279,full,2022-07-26,2023-12-22,0,11,5,0
17627,39280,full,2022-07-26,2022-10-13,0,1,0,0
17628,39286,full,2022-07-26,2022-07-26,0,1,0,0
17629,39287,full,2022-07-26,2022-07-26,0,1,0,0
17630,39289,full,2022-07-26,2022-07-26,0,1,0,0
17631,39290,full,2022-07-26,2022-07-26,0,1,0,0
17632,39291,full,2022-07-26,2022-08-16,0,0,0,0
17633,39293,full,2022-07-26,2023-07-25,0,1,1,0
17634,39298,full,2022-07-29,2022-07-29,0,0,0,0
17635,39301,full,2022-07-26,2022-07-26,0,1,0,0
17636,39303,full,2022-07-26,2023-10-25,0,1,1,0
17637,39304,full,2022-07-26,2022-07-26,0,1,0,0
17638,39306,full,2022-07-26,2023-04-01,0,1,1,0
17639,39309,full,2022-07-26,2022-07-26,0,1,0,0
17640,39310,full,2022-07-26,2022-07-26,0,1,0,0
17641,39311,full,2022-07-26,2023-04-01,0,58,87,0
17642,39315,full,2022-07-26,2022-07-28,0,1,0,0
17643,39317,full,2022-07-26,2022-07-26,0,1,0,0
17644,39320,full,2023-06-28,2023-12-26,0,0,31,0
17645,39321,full,2022-07-30,2022-07-30,0,0,0,0
17646,39322,full,2022-07-26,2023-04-01,0,2,1,0
17647,39327,full,2022-07-26,2023-12-08,0,2,1,0
17648,39332,full,2022-07-26,2022-07-26,0,1,0,0
17649,39333,full,2022-07-26,2022-07-26,0,1,0,0
17650,39335,full,2022-07-26,2022-07-26,0,1,0,0
17651,39339,full,2022-07-26,2022-10-07,0,5,0,0
17652,39342,full,2022-07-26,2023-12-22,0,1,3,0
17653,39344,full,2022-07-26,2022-07-26,0,0,0,0
17654,39346,full,2022-07-26,2022-10-06,0,1,0,0
17655,39349,full,2022-07-26,2022-07-26,0,1,0,0
17656,39351,full,2022-07-26,2024-01-09,0,44,99,1
17657,39352,full,2022-07-26,2022-07-26,0,1,0,0
17658,39353,full,2022-07-26,2022-08-07,0,0,0,0
17659,39354,full,2022-07-26,2022-07-26,0,0,0,0
17660,39356,full,2022-09-16,2022-09-26,0,1,0,0
17661,39359,full,2022-07-26,2023-06-26,0,1,7,0
17662,39361,full,2022-07-26,2022-10-20,0,1,0,0
17663,39367,full,2022-07-26,2023-01-26,0,8,1,0
17664,39370,full,2022-07-26,2023-12-27,0,70,66,0
17665,39371,full,2022-07-26,2022-10-18,0,39,0,0
17666,39375,full,2022-07-27,2023-10-02,0,56,35,0
17667,39378,full,2022-07-26,2023-11-20,0,48,100,0
17668,39379,full,2022-07-26,2023-11-20,0,55,86,0
17669,39380,full,2022-07-26,2022-07-26,0,1,0,0
17670,39381,full,2022-11-16,2022-11-16,0,0,0,0
17671,39382,full,2022-07-26,2023-04-01,0,0,1,0
17672,39383,full,2022-07-26,2023-11-20,0,44,94,0
17673,39386,full,2022-08-30,2022-11-28,0,6,0,0
17674,39389,full,2022-10-25,2022-10-28,0,0,0,0
17675,39391,full,2022-07-26,2023-04-12,0,0,3,0
17676,39392,full,2022-07-26,2022-07-26,0,1,0,0
17677,39393,full,2022-07-26,2022-07-26,0,1,0,0
17678,39397,full,2022-07-26,2022-08-15,0,0,0,0
17679,39403,full,2022-07-26,2023-12-15,0,1,4,0
17680,39404,full,2022-07-26,2023-12-22,0,0,1,0
17681,39408,full,2022-07-26,2022-07-26,0,1,0,0
17682,39410,full,2022-07-29,2022-12-13,0,2,0,0
17683,39413,full,2022-07-26,2023-07-25,0,0,1,0
17684,39416,full,2022-07-26,2023-04-01,0,1,1,0
17685,39420,full,2022-07-26,2022-08-02,0,1,0,0
17686,39421,full,2022-07-26,2023-08-07,0,0,2,0
17687,39425,full,2022-07-26,2022-07-26,0,1,0,0
17688,39427,full,2023-08-25,2023-08-25,0,0,0,0
17689,39430,full,2022-07-26,2022-07-26,0,1,0,0
17690,39431,full,2022-07-28,2022-07-28,0,0,0,0
17691,39435,full,2023-07-14,2023-07-14,0,0,0,0
17692,39436,full,2022-07-27,2023-12-22,0,3,2,0
17693,39437,full,2023-11-21,2023-12-28,0,0,2,0
17694,39438,full,2022-07-27,2022-12-18,0,1,0,0
17695,39442,full,2022-07-27,2023-10-10,0,1,3,0
17696,39446,full,2022-09-21,2023-11-02,0,1,17,0
17697,39447,full,2022-07-27,2022-07-27,0,1,0,0
17698,39448,full,2022-07-29,2022-07-29,0,1,0,0
17699,39449,full,2022-07-27,2023-12-20,0,0,2,0
17700,39455,full,2022-07-27,2022-10-31,0,0,0,0
17701,39456,full,2022-07-27,2022-07-27,0,0,0,0
17702,39462,full,2022-07-27,2022-07-27,0,1,0,0
17703,39464,full,2022-07-27,2022-08-04,0,0,0,0
17704,39466,full,2022-07-27,2022-07-27,0,0,0,0
17705,39468,full,2022-08-01,2022-09-08,0,0,0,0
17706,39469,full,2022-07-27,2022-07-27,0,1,0,0
17707,39470,full,2022-07-27,2023-12-05,0,1,4,0
17708,39476,full,2022-07-27,2022-12-11,0,0,0,0
17709,39477,full,2022-07-27,2023-03-24,0,17,2,0
17710,39478,full,2022-10-11,2022-12-20,0,13,0,0
17711,39479,full,2022-07-27,2022-07-27,0,1,0,0
17712,39481,full,2022-07-27,2023-08-25,0,0,1,0
17713,39485,full,2022-07-27,2022-07-27,0,1,0,0
17714,39486,full,2022-07-27,2023-08-02,0,0,0,0
17715,39491,full,2022-07-27,2023-12-28,0,1,11,0
17716,39492,full,2022-07-27,2022-09-29,0,18,0,0
17717,39495,full,2022-07-27,2022-07-27,0,1,0,0
17718,39496,full,2022-07-27,2022-07-27,0,1,0,0
17719,39497,full,2022-07-28,2023-09-12,0,0,2,0
17720,39498,full,2022-08-01,2023-12-26,0,162,16,0
17721,39499,full,2022-07-27,2022-07-27,0,1,0,0
17722,39500,full,2022-07-27,2023-04-01,0,1,1,0
17723,39502,full,2022-07-27,2022-07-27,0,1,0,0
17724,39503,full,2022-07-27,2023-08-10,0,6,1,0
17725,39505,full,2022-07-27,2022-11-16,0,0,0,0
17726,39506,full,2022-07-27,2022-09-15,0,0,0,0
17727,39508,full,2022-07-27,2022-07-27,0,1,0,0
17728,39511,full,2022-08-02,2022-08-02,0,1,0,0
17729,39512,full,2023-09-08,2023-09-08,0,0,1,0
17730,39515,full,2022-07-27,2022-10-20,0,18,0,0
17731,39516,full,2022-07-29,2023-10-11,0,145,101,0
17732,39517,full,2022-07-27,2023-01-14,0,0,0,0
17733,39518,full,2022-07-27,2023-04-01,0,74,76,0
17734,39519,full,2022-07-27,2023-04-01,0,29,33,0
17735,39521,full,2022-07-27,2023-11-15,0,1,4,0
17736,39526,full,2022-07-27,2023-06-26,0,0,0,0
17737,39527,full,2022-11-26,2023-12-16,0,2,10,0
17738,39529,full,2022-07-27,2023-11-20,0,71,34,0
17739,39530,full,2022-07-27,2022-07-28,0,1,0,0
17740,39531,full,2022-07-27,2022-07-27,0,1,0,0
17741,39536,full,2022-07-27,2022-07-27,0,1,0,0
17742,39537,full,2022-07-27,2022-07-27,0,1,0,0
17743,39549,full,2022-07-27,2022-07-27,0,1,0,0
17744,39550,full,2022-07-27,2022-07-27,0,1,0,0
17745,39553,full,2022-07-27,2022-07-27,0,1,0,0
17746,39558,full,2022-07-27,2022-07-28,0,0,0,0
17747,39559,full,2022-07-27,2023-11-17,0,1,1,0
17748,39560,full,2022-07-27,2022-07-27,0,0,0,0
17749,39562,full,2022-07-27,2022-07-27,0,1,0,0
17750,39564,full,2022-07-27,2022-07-27,0,1,0,0
17751,39565,full,2022-07-27,2023-04-01,0,1,1,0
17752,39569,full,2022-07-27,2022-07-27,0,1,0,0
17753,39576,full,2022-07-27,2022-07-27,0,1,0,0
17754,39578,full,2022-07-27,2022-07-28,0,1,0,0
17755,39579,full,2022-07-28,2023-09-06,0,2,0,0
17756,39581,full,2022-07-28,2022-07-28,0,0,0,0
17757,39584,full,2022-07-28,2023-06-11,0,0,0,0
17758,39587,full,2022-07-28,2022-07-28,0,1,0,0
17759,39592,full,2022-07-28,2022-07-28,0,1,0,0
17760,39593,full,2022-07-28,2023-04-01,0,3,1,0
17761,39600,full,2022-07-28,2022-08-01,0,1,0,0
17762,39603,full,2022-07-28,2022-07-28,0,0,0,0
17763,39604,full,2022-08-01,2022-08-01,0,1,0,0
17764,39605,full,2022-07-28,2022-07-28,0,1,0,0
17765,39606,full,2023-04-17,2023-04-17,0,0,0,0
17766,39607,full,2022-07-28,2023-08-24,0,50,8,0
17767,39608,full,2022-11-26,2023-08-16,0,0,2,0
17768,39609,full,2022-07-28,2022-10-21,0,1,0,0
17769,39611,full,2022-07-28,2022-07-28,0,0,0,0
17770,39613,full,2022-11-03,2022-11-08,0,1,0,0
17771,39622,full,2022-07-28,2023-04-01,0,0,1,0
17772,39626,full,2022-07-28,2023-08-17,0,97,84,0
17773,39628,full,2022-07-28,2022-10-12,0,39,0,0
17774,39630,full,2022-07-28,2022-07-28,0,1,0,0
17775,39631,full,2022-07-28,2022-08-03,0,1,0,0
17776,39633,full,2022-07-28,2023-10-11,0,4,6,0
17777,39636,full,2022-07-28,2022-07-28,0,1,0,0
17778,39638,full,2022-07-28,2023-12-28,0,2,14,0
17779,39639,full,2022-07-28,2022-08-27,0,0,0,0
17780,39640,full,2022-07-28,2022-09-05,0,0,0,0
17781,39645,full,2022-07-28,2023-06-13,0,1,1,0
17782,39646,full,2022-07-28,2023-11-20,0,52,10,0
17783,39650,full,2023-12-01,2023-12-01,0,0,0,0
17784,39651,full,2022-07-28,2023-01-23,0,0,0,0
17785,39652,full,2022-07-28,2024-01-12,0,179,164,5
17786,39657,full,2022-07-28,2022-10-21,0,0,0,0
17787,39659,full,2022-07-28,2023-04-01,0,1,1,0
17788,39660,full,2022-07-28,2022-08-11,0,1,0,0
17789,39661,full,2022-07-28,2022-12-08,0,0,0,0
17790,39662,full,2022-07-28,2023-12-22,0,9,2,0
17791,39663,full,2022-07-28,2022-08-01,0,3,0,0
17792,39666,full,2022-07-28,2024-01-02,0,31,179,1
17793,39669,full,2022-07-28,2023-12-29,0,146,160,0
17794,39670,full,2022-07-28,2023-09-17,0,0,1,0
17795,39673,full,2022-07-28,2022-08-01,0,1,0,0
17796,39677,full,2022-07-28,2023-03-27,0,0,1,0
17797,39678,full,2022-07-28,2022-12-11,0,1,0,0
17798,39682,full,2022-07-28,2022-11-14,0,8,0,0
17799,39685,full,2022-07-28,2022-07-28,0,1,0,0
17800,39690,full,2022-07-28,2022-07-28,0,1,0,0
17801,39691,full,2023-11-28,2023-12-11,0,0,1,0
17802,39692,full,2022-07-29,2023-12-29,0,0,4,0
17803,39695,full,2022-10-07,2022-10-07,0,0,0,0
17804,39699,full,2022-07-28,2022-07-28,0,1,0,0
17805,39703,full,2022-07-28,2022-11-22,0,86,0,0
17806,39705,full,2022-07-28,2024-01-08,0,3,4,1
17807,39710,full,2022-07-28,2022-10-09,0,5,0,0
17808,39711,full,2022-07-28,2022-12-12,0,0,0,0
17809,39713,full,2022-09-30,2022-09-30,0,0,0,0
17810,39715,full,2022-07-28,2022-11-09,0,2,0,0
17811,39719,full,2022-07-29,2022-07-29,0,1,0,0
17812,39720,full,2022-07-29,2023-08-14,0,0,0,0
17813,39721,full,2022-07-29,2022-07-29,0,1,0,0
17814,39723,full,2022-07-29,2023-12-28,0,5,5,0
17815,39724,full,2022-07-29,2022-07-29,0,1,0,0
17816,39726,full,2022-07-29,2022-07-29,0,1,0,0
17817,39729,full,2022-07-29,2023-04-23,0,0,2,0
17818,39734,full,2022-07-29,2022-07-29,0,1,0,0
17819,39735,full,2022-07-29,2022-11-16,0,1,0,0
17820,39739,full,2022-07-29,2022-08-29,0,0,0,0
17821,39740,full,2022-07-29,2022-08-03,0,1,0,0
17822,39741,full,2023-08-19,2023-09-12,0,0,2,0
17823,39744,full,2022-08-01,2022-08-01,0,1,0,0
17824,39747,full,2022-07-29,2022-07-29,0,1,0,0
17825,39749,full,2022-07-29,2022-10-18,0,1,0,0
17826,39750,full,2023-06-02,2023-08-14,0,0,6,0
17827,39757,full,2022-07-29,2022-07-29,0,1,0,0
17828,39758,full,2022-07-29,2022-07-29,0,0,0,0
17829,39762,full,2022-07-29,2022-08-08,0,1,0,0
17830,39764,full,2022-07-29,2022-07-29,0,1,0,0
17831,39765,full,2022-07-29,2022-10-20,0,0,0,0
17832,39766,full,2022-07-29,2022-08-01,0,2,0,0
17833,39768,full,2022-07-29,2022-10-06,0,1,0,0
17834,39769,full,2022-07-29,2022-07-29,0,1,0,0
17835,39770,full,2022-07-29,2023-11-21,0,0,0,0
17836,39772,full,2022-07-29,2022-07-29,0,1,0,0
17837,39774,full,2022-07-29,2022-08-01,0,2,0,0
17838,39775,full,2022-07-29,2022-07-29,0,1,0,0
17839,39782,full,2022-07-29,2023-11-07,0,0,1,0
17840,39787,full,2022-07-29,2022-08-01,0,1,0,0
17841,39789,full,2022-07-30,2023-04-01,0,0,1,0
17842,39790,full,2022-07-29,2022-07-29,0,1,0,0
17843,39793,full,2022-07-29,2022-11-06,0,1,0,0
