,user_id,role,registration_date,last_activity_date,y2021,y2022,y2023,y2024
446,198005,full,2023-11-09,2023-12-15,0,0,3,0
447,143073,full,2023-08-02,2023-12-27,0,0,5,0
448,218794,full,2023-12-11,2023-12-11,0,0,0,0
449,217921,full,2023-12-11,2023-12-11,0,0,0,0
450,218849,full,2023-12-11,2023-12-11,0,0,0,0
451,140974,full,2023-07-18,2023-12-12,0,0,5,0
452,218880,full,2023-12-12,2023-12-12,0,0,1,0
453,104136,full,2023-01-03,2023-12-12,0,0,1,0
454,67869,full,2023-12-12,2023-12-12,0,0,1,0
455,8459,full,2023-12-12,2023-12-12,0,0,0,0
456,219069,full,2023-12-12,2023-12-12,0,0,1,0
457,208462,full,2023-12-12,2023-12-20,0,0,1,0
458,219209,full,2023-12-13,2023-12-13,0,0,1,0
459,66138,full,2023-08-18,2023-12-25,0,0,28,0
460,212838,full,2023-12-13,2023-12-20,0,0,1,0
461,1323,full,2022-02-13,2023-12-15,0,185,107,0
462,13214,full,2022-02-21,2023-12-28,0,102,18,0
463,44883,full,2022-08-01,2023-12-13,0,0,1,0
464,16478,full,2022-10-09,2023-12-25,0,32,120,0
465,217945,full,2023-12-13,2023-12-15,0,0,0,0
466,2892,full,2021-12-30,2023-12-14,0,29,24,0
467,37929,full,2022-07-21,2023-12-28,0,18,13,0
468,211331,full,2023-12-14,2023-12-27,0,0,2,0
469,219590,full,2023-12-14,2023-12-14,0,0,0,0
470,219610,full,2023-12-14,2023-12-14,0,0,1,0
471,219390,full,2023-12-14,2023-12-27,0,0,1,0
472,4642,full,2021-12-21,2023-12-27,5,2,3,0
473,107624,full,2023-08-23,2023-12-22,0,0,4,0
474,125212,full,2023-03-20,2023-12-27,0,0,9,0
475,172407,full,2023-09-04,2023-12-14,0,0,0,0
476,219811,full,2023-12-15,2024-01-05,0,0,2,1
477,219882,full,2023-12-15,2023-12-15,0,0,0,0
